,user_id_hash,reg_date,sex_id,age,withdraw_date,purchaseid_hash,i_date,item_count,sm_area_eng,coupon_id_hash,capsule_eng,genre_eng,price_rate,catalog_price,discount_price,ken_eng,age_group,Total Spent
1274,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,a4ffbef12cd75f3b14db2428bf61e6d5,2011-07-08,1,"Tachikawa, Machida, Hachioji, and others",fba072b76437070ad693e146f9e05308,Leisure,Leisure,50,1000,500,Yamanashi,Middle-Aged,500
1275,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,34d5a83a4b9d8d0dc993ddfd740bacb7,2011-07-26,2,"Ginza, Shinbashi, Tokyo, Ueno",53453f59bf90db9f194d6c77ac6727f4,Food,Food,50,5000,2500,Tokyo,Middle-Aged,5000
1276,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,9aac2cb66ed6f34293d9aaa0e7e2a073,2011-07-30,2,"Ginza, Shinbashi, Tokyo, Ueno",eda2c09cd2a5e4375ba7007f65125e0d,Food,Food,50,1130,565,Tokyo,Middle-Aged,1130
1277,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,4e48365155441df251b11a7462dcf602,2011-08-04,2,"Shinjuku, Takadanobaba, Nakano, Kichijoji",449e4a8bf0294ad77008b5146a8fa254,Leisure,Leisure,50,1000,500,Yamanashi,Middle-Aged,1000
1278,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,fee5d10bb91d26b231d7c5489e4346d5,2011-09-01,1,"Ebisu, Meguro, Shinagawa",76a46d957a033782818b19ead189fc1a,Leisure,Leisure,50,2400,1200,Tokyo,Middle-Aged,1200
1279,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,0015fcd4ede49a59b5350cf23f2730a8,2011-09-19,1,Hokkaido,d8c9b727cfd6376c8ea546b9bf5d4603,Hotel,Hotel and Japanese hotel,62,26100,9800,Hokkaido,Middle-Aged,9800
1280,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,94e18469611a3df2da4c5685be0b7d6e,2011-10-01,1,"Ginza, Shinbashi, Tokyo, Ueno",229ff5cc21c8d26615493be7f3b42841,Other,Other coupon,79,1950,400,Tokyo,Middle-Aged,400
1281,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,7343bbe6c0a750cc09b3d08d013c1872,2011-10-01,2,"Ginza, Shinbashi, Tokyo, Ueno",5544cd0309f920f50f7e0d7e7d6fa69f,Food,Food,50,3800,1900,Tokyo,Middle-Aged,3800
1282,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,4c4c593d0fc72edb0da6a87eac425480,2011-10-28,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",a262c7ff56a5cd3de3c5c40443f3018c,Other,Other coupon,80,500,100,Tokyo,Middle-Aged,100
1283,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,c46a5de39491c54df24bc02eabc5ce4c,2011-11-06,1,Iwate,5ca73ebe0d12f1d9fbdce3a80fa62470,Delivery service,Delivery service,52,2520,1200,Kagawa,Middle-Aged,1200
1284,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,de258a94251f93e9a3e0d4fb3d11d82c,2011-12-05,1,Kyoto,4cc06986644403d2c98d754269544355,Japanese hotel,Hotel and Japanese hotel,50,15600,7800,Saga,Middle-Aged,7800
1285,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,dda0b3d46025d421796687b51bd8f0f5,2011-12-08,1,"Ginza, Shinbashi, Tokyo, Ueno",a245475e0fd9d17205f6ff7649c28d6a,Food,Food,55,1000,450,Tokyo,Middle-Aged,450
1286,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,e329fd1b7813839d55ab219717703dc2,2012-01-03,1,"Ginza, Shinbashi, Tokyo, Ueno",4b79e642538dd99c4f0296853693fb8e,Food,Food,67,2980,980,Tokyo,Middle-Aged,980
1287,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,f5d284c00ac21b68786cfc6da27fa969,2012-01-09,1,Hokkaido,6823e40095719928efffd57a1eae4667,Other,Other coupon,79,1950,400,Aichi,Middle-Aged,400
1288,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,2f0b977209889c39b6c544055854e082,2012-02-16,2,"Ginza, Shinbashi, Tokyo, Ueno",e2652c290d93cc7fb3b7614736ad2fbe,Food,Food,51,2060,1000,Tokyo,Middle-Aged,2000
1289,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,9efbfd561814a6af57bcf8115c2021e5,2012-02-20,1,"Ginza, Shinbashi, Tokyo, Ueno",df302c86a040ffbf623fb6836f8205c6,Food,Food,50,800,400,Tokyo,Middle-Aged,400
1290,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,101b6e7f6ba6dc152c0d7055d1578bb8,2012-02-29,2,"Ginza, Shinbashi, Tokyo, Ueno",9e0566540175efafadb6f41064572692,Food,Food,64,3420,1199,Tokyo,Middle-Aged,2398
1291,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,3ac24974aaee34513c0cf805fa35c86c,2012-04-29,1,"Ginza, Shinbashi, Tokyo, Ueno",cfda9de3162e6d39ef23631d1a4a28b4,Food,Food,50,650,325,Tokyo,Middle-Aged,325
1292,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,867a3a46fed648aad90bf25291217c52,2012-04-29,1,"Ginza, Shinbashi, Tokyo, Ueno",7e8c1312efe20219fa963435cffb4c31,Gift card,Gift card,66,3000,1000,Tokyo,Middle-Aged,1000
1293,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,1749a8c58764df08b02832e19826f507,2012-04-29,2,"Ebisu, Meguro, Shinagawa",afb05eebc604db93d1866024dc4ebf71,Leisure,Leisure,50,2660,1330,Gunma,Middle-Aged,2660
1294,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,9d8e560b6fc4c6ba92cad9d5394468fc,2012-05-23,1,"Akasaka, Roppongi, Azabu",2b08b7ea266a2e1c2d24a1fe6dfd29dc,Leisure,Leisure,50,1000,500,Yamanashi,Middle-Aged,500
1295,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,a32d34fa4572a22c2efd93e0b0bf1317,2012-05-31,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",24ef24685a68e39dfad3c55f99107f41,Food,Food,55,900,400,Tokyo,Middle-Aged,400
1296,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,50dca030b88a4faeb21f1880c57b0278,2012-06-11,2,"Minami, and others",5ab0d94ff7c9f3b47b55ae02fa501a3c,Japanese hotel,Hotel and Japanese hotel,51,10080,4880,Kumamoto,Middle-Aged,9760
1297,9cccaeb178169c0b7d830117816735d7,2010-10-05,m,40,,9fb198426498332b7f3d1857dcf21ce4,2012-06-14,2,Tottori,87f31bfdc8684ef5d85f2e0ffb49cfc1,Japanese guest house,Hotel and Japanese hotel,50,10000,5000,Kumamoto,Middle-Aged,10000
1298,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,3e8df6c67fc99cef4042ee34177a7976,2012-03-31,1,"Ginza, Shinbashi, Tokyo, Ueno",c684890494224ce13d4b545d07ac8981,Web service,Other coupon,50,600,300,Tokyo,Middle-Aged,300
1299,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,357667d995557a7517df8861ea4792be,2012-03-31,1,"Ebisu, Meguro, Shinagawa",1fee68401793615e413fee6a271cb2ef,Lesson,Lesson,87,60800,7800,Tokyo,Middle-Aged,7800
1300,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,203d8dcc17e78723d0949664bb0e7f18,2012-04-15,2,Yokohama,deba196a90e69a83c2679d3f467289e4,Food,Food,59,3400,1380,Kanagawa,Middle-Aged,2760
1301,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,6eb7e60a4b25cf2d436b578f0d64f41f,2012-04-15,1,"Ginza, Shinbashi, Tokyo, Ueno",653399eb6ec50dd045289e843c588563,Food,Food,55,2250,999,Tokyo,Middle-Aged,999
1302,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,a7ceac36a4701794ea7b4d2c32d2c561,2012-04-15,1,"Ginza, Shinbashi, Tokyo, Ueno",653399eb6ec50dd045289e843c588563,Food,Food,55,2250,999,Tokyo,Middle-Aged,999
1303,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,8c463c7dad3d76c79216411263a8eae5,2012-04-15,2,"Shinjuku, Takadanobaba, Nakano, Kichijoji",32515002e4e52d51c4fad5872bfa9a87,Food,Food,52,2100,999,Tokyo,Middle-Aged,1998
1304,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,476324c56c44db5ce3361f205e678f40,2012-04-22,1,"Shibuya, Aoyama, Jiyugaoka",fcb3a30a3b8a06e3652a17b49e49bcbd,Food,Food,50,450,225,Tokyo,Middle-Aged,225
1305,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,036b089d1fc5d1dd514b30af826788fb,2012-04-22,1,"Shibuya, Aoyama, Jiyugaoka",fcb3a30a3b8a06e3652a17b49e49bcbd,Food,Food,50,450,225,Tokyo,Middle-Aged,225
1306,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,cfe029f80fa2a794abe0a838753a1a72,2012-04-23,2,Chiba,3795d599e30d61efe7cc47794fd7f031,Food,Food,52,2100,999,Kanagawa,Middle-Aged,1998
1307,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,3a19e15078b0b22ae83bcff1c03586bf,2012-04-23,2,"Tachikawa, Machida, Hachioji, and others",05e9c25353dc465bea5d8ad8cde22bac,Food,Food,55,3350,1500,Kanagawa,Middle-Aged,3000
1308,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,45332fe4f7be3022e3e245440a563adb,2012-04-23,1,"Ginza, Shinbashi, Tokyo, Ueno",b3e2e0f7b59016c33be7bd82d13918a1,Leisure,Leisure,54,2146,980,Tokyo,Middle-Aged,980
1309,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,cd3a678bac58d5e50b48b54b97f0c7ef,2012-04-25,2,"Ginza, Shinbashi, Tokyo, Ueno",87519aed6de4da47fb0b949094b1b0fd,Food,Food,52,4200,1980,Tokyo,Middle-Aged,3960
1310,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,cdf6fc8e43b32b48cd3864ad9539a92f,2012-04-26,2,"Ginza, Shinbashi, Tokyo, Ueno",69e7cd3086da6220a7f5cdae4c51ca03,Food,Food,54,5500,2480,Tokyo,Middle-Aged,4960
1311,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,3f529dbce5606000e89d41dac3f22965,2012-05-01,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",a32ef15d9aaccde1659de4eb7bdf14cf,Gift card,Gift card,66,3000,1000,Tokyo,Middle-Aged,1000
1312,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,788abd4a75fab2468b5486f74cc95c69,2012-05-01,1,"Ebisu, Meguro, Shinagawa",cea20b04d7bb26b521db4f3803737af4,Gift card,Gift card,66,3000,1000,Tokyo,Middle-Aged,1000
1313,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,2ee851bf31d36648c5a5d462fe28a57c,2012-05-01,1,"Ginza, Shinbashi, Tokyo, Ueno",7e8c1312efe20219fa963435cffb4c31,Gift card,Gift card,66,3000,1000,Tokyo,Middle-Aged,1000
1314,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,e5fd0916839f6efa15e33e9e216da3b8,2012-05-15,1,"Ebisu, Meguro, Shinagawa",c65c0d25a5f128c7f82f3eb25fcb58c7,Gift card,Gift card,66,3000,1000,Tokyo,Middle-Aged,1000
1315,84546677a742ae3a021cb8dccd42d75e,2012-03-31,f,38,,df54d8136bae89e70b057eafeb365ad5,2012-05-31,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",d07801d299976a4830c3697affd1beb4,Food,Food,61,2580,990,Tokyo,Middle-Aged,990
1316,b16f3efda2caec1182d33e37a6f0d10e,2011-09-16,f,40,,af92168991bb1918061c08ea801ebde8,2011-09-16,1,"Ginza, Shinbashi, Tokyo, Ueno",cfcdf2fb46d643c66778ac7f76ff8221,Delivery service,Delivery service,68,31500,9999,Tokyo,Middle-Aged,9999
1317,b16f3efda2caec1182d33e37a6f0d10e,2011-09-16,f,40,,4aa47fcae79bb956e86edf010aea4e19,2011-10-01,1,"Ginza, Shinbashi, Tokyo, Ueno",229ff5cc21c8d26615493be7f3b42841,Other,Other coupon,79,1950,400,Tokyo,Middle-Aged,400
1318,b16f3efda2caec1182d33e37a6f0d10e,2011-09-16,f,40,,dfbf17b43725c5450dd8dfb8a6a471ab,2012-02-29,1,"Kawasaki, Shonan, Hakone and, others",ee4f60f84db2f4b84d5a793f51cc31d0,Delivery service,Delivery service,61,12800,4980,Osaka,Middle-Aged,4980
1320,36d15341686f3d59933b75258e4092d2,2011-11-28,m,47,,a8b9109facdaaabaffc68e5534074da6,2011-12-12,1,"Ebisu, Meguro, Shinagawa",ba4e96568b41ed0e06bc19aca362b59e,Delivery service,Delivery service,58,8365,3480,Aomori,Middle-Aged,3480
1321,36d15341686f3d59933b75258e4092d2,2011-11-28,m,47,,508b96c2c00f159085e3a810baaf7e50,2012-01-21,1,"Ebisu, Meguro, Shinagawa",d8f04804257b5435ce8a053b2537d669,Relaxation,Relaxation,50,4470,2200,Tokyo,Middle-Aged,2200
1322,36d15341686f3d59933b75258e4092d2,2011-11-28,m,47,,b60c891f9b462165381fd9de2ba5de36,2012-01-21,1,"Ebisu, Meguro, Shinagawa",d8f04804257b5435ce8a053b2537d669,Relaxation,Relaxation,50,4470,2200,Tokyo,Middle-Aged,2200
1323,36d15341686f3d59933b75258e4092d2,2011-11-28,m,47,,d57be178d5f53c0a5da3decbe2faa344,2012-02-04,2,Saitama,0bde5edbd08b70d8263d03d672b21d81,Leisure,Leisure,63,2180,800,Kanagawa,Middle-Aged,1600
1324,36d15341686f3d59933b75258e4092d2,2011-11-28,m,47,,2e4fb2f6696aab2f1d5de5791913a232,2012-02-18,1,"Shibuya, Aoyama, Jiyugaoka",cd36ca9a8fd13f6cbb77ff79790a4bb4,Food,Food,50,1350,670,Tokyo,Middle-Aged,670
1325,36d15341686f3d59933b75258e4092d2,2011-11-28,m,47,,1472aa7b3840390dd605cbe89482488f,2012-03-24,2,"Ikebukuro, Kagurazaka, Akabane",e25b7c318504de7b10109c278c90578a,Food,Food,50,3980,1990,Tokyo,Middle-Aged,3980
1335,558d8d868f8dbaed07dc80901de4c45b,2010-09-20,m,46,,acd181e8f96c1ce14add6e3cec494a2a,2012-02-07,1,"Akasaka, Roppongi, Azabu",e233d5841fe0854247497fb27728d0ed,Delivery service,Delivery service,50,5960,2980,Tokyo,Middle-Aged,2980
1336,9a9f964292719df0f922402f533031c6,2011-07-25,m,42,2011-11-12,5660954128162e14736ddde5d3b89c33,2011-07-25,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",db34faba559f14d25cacf03497acacc1,Gift card,Gift card,80,500,100,Tokyo,Middle-Aged,100
1337,9a9f964292719df0f922402f533031c6,2011-07-25,m,42,2011-11-12,2e9ff2ba0a4b6b8aef186855dbf3efe6,2011-08-02,1,"Akasaka, Roppongi, Azabu",ec164a6cafd10ff23d11c6893f3f6159,Delivery service,Delivery service,50,2400,1200,Saitama,Middle-Aged,1200
1338,9a9f964292719df0f922402f533031c6,2011-07-25,m,42,2011-11-12,6c8f32ba480cab3d49f8fbe8b673c121,2011-11-09,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",a262c7ff56a5cd3de3c5c40443f3018c,Other,Other coupon,80,500,100,Tokyo,Middle-Aged,100
1354,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,9aee03966f65afcb022a582662958391,2011-07-08,1,"Akasaka, Roppongi, Azabu",e89e934fd418e110d419c0a98afa7a37,Delivery service,Delivery service,50,3380,1690,Fukuoka,Middle-Aged,1690
1355,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,a3eb2170f2f049f4fc0c2ec784626571,2011-07-14,2,"Ginza, Shinbashi, Tokyo, Ueno",d40589c23fc3e218ca2fd00907b55026,Food,Food,50,1030,515,Tokyo,Middle-Aged,1030
1356,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,f8c01a9b69a074c0bb128f9a3186eb16,2011-07-14,1,"Ginza, Shinbashi, Tokyo, Ueno",d40589c23fc3e218ca2fd00907b55026,Food,Food,50,1030,515,Tokyo,Middle-Aged,515
1357,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,33067238f45d148f7072dc92671421d8,2011-07-18,1,"Ginza, Shinbashi, Tokyo, Ueno",b93f8a8f5c62fc5a998cf1ff16456e9c,Delivery service,Delivery service,50,2350,1175,Tokyo,Middle-Aged,1175
1358,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,57da23874644c3a9f4dba0935c6556a4,2011-07-27,4,"Ebisu, Meguro, Shinagawa",4780d1e849c618e75c82728cabd8629f,Food,Food,51,3480,1700,Tokyo,Middle-Aged,6800
1359,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,194b3a47ac54a20c44ae05c257aeafca,2011-07-30,2,"Ginza, Shinbashi, Tokyo, Ueno",eda2c09cd2a5e4375ba7007f65125e0d,Food,Food,50,1130,565,Tokyo,Middle-Aged,1130
1360,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,3b9357594b9d702f73da3811297e0bba,2011-07-30,1,"Ginza, Shinbashi, Tokyo, Ueno",eda2c09cd2a5e4375ba7007f65125e0d,Food,Food,50,1130,565,Tokyo,Middle-Aged,565
1361,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,b62a0d0560f624212566c5bc4b612e1c,2011-08-16,2,"Ikebukuro, Kagurazaka, Akabane",1c0d339f5ee3afd2995f4bab6320f29b,Food,Food,50,950,475,Tokyo,Middle-Aged,950
1362,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,642eab9cfbf818c8bd029b0784ce5af7,2011-08-16,1,"Ikebukuro, Kagurazaka, Akabane",1c0d339f5ee3afd2995f4bab6320f29b,Food,Food,50,950,475,Tokyo,Middle-Aged,475
1363,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,45f7ef6b39ea8f91a8206802b5d42c97,2011-08-16,2,"Ikebukuro, Kagurazaka, Akabane",1c0d339f5ee3afd2995f4bab6320f29b,Food,Food,50,950,475,Tokyo,Middle-Aged,950
1364,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,b6c9f261ff019d6b346acc6d08cd02ed,2011-08-19,3,"Shibuya, Aoyama, Jiyugaoka",8ec8b319c204f7d1ce07ad307f66e402,Food,Food,50,5980,2990,Tokyo,Middle-Aged,8970
1365,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,001deb6e7701c59e07b677f3d16c091a,2011-08-25,2,"Ikebukuro, Kagurazaka, Akabane",e5e0612968936a4da3f12664281da24d,Delivery service,Delivery service,50,1780,890,Saitama,Middle-Aged,1780
1366,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,b37abaa645e4122cdf29721f3c1e40f5,2011-08-26,4,"Akasaka, Roppongi, Azabu",4fe0de7cb6ac7d430ba1dd761ad82e22,Food,Food,50,6100,3050,Tokyo,Middle-Aged,12200
1367,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,1911c87458bbd26233a2a27f9663cde6,2011-09-05,4,"Shibuya, Aoyama, Jiyugaoka",259a22533cab381464c89f616a56d12d,Food,Food,71,6237,1800,Tokyo,Middle-Aged,7200
1368,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,4fa27ef229866550a1bb7ebc7d10061b,2011-09-06,4,"Ebisu, Meguro, Shinagawa",a386be3339d240d0e2a6c5ef0fb7082a,Food,Food,56,5775,2500,Tokyo,Middle-Aged,10000
1369,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,9bffc200812b84aba0c13f21e72a0d47,2011-10-02,2,"Ginza, Shinbashi, Tokyo, Ueno",70d68de8f7b9a4d5cf30c0ff37155a35,Food,Food,71,2108,600,Tokyo,Middle-Aged,1200
1370,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,7de2ea4aae564b51049d9c4bcafc6e41,2011-10-04,1,"Ginza, Shinbashi, Tokyo, Ueno",2172fdaf069dbf0fb181eefb92e7a159,Food,Food,65,2900,1000,Tokyo,Middle-Aged,1000
1371,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,6801ecd298c5e71f29972a40fc30fbd2,2011-10-04,1,"Ginza, Shinbashi, Tokyo, Ueno",2172fdaf069dbf0fb181eefb92e7a159,Food,Food,65,2900,1000,Tokyo,Middle-Aged,1000
1372,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,15e8d438f79d04508bfc0350e8463fb5,2011-10-11,2,"Shinjuku, Takadanobaba, Nakano, Kichijoji",e38ae8bfc605e5ecacdd13670a8dc733,Food,Food,50,4500,2250,Tokyo,Middle-Aged,4500
1373,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,289b44e6545ad09224b5c7cef1975f1a,2011-10-12,1,"Shinjuku, Takadanobaba, Nakano, Kichijoji",7eb42752651c189e0f55ea07214575b4,Other,Other coupon,62,2646,980,Hiroshima,Middle-Aged,980
1374,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,b4810879a252f3b4ba2b113ee441b6f8,2011-10-12,2,"Shibuya, Aoyama, Jiyugaoka",68749a6f3f698a9cf4bdeba1bf31f0c2,Food,Food,51,4300,2100,Tokyo,Middle-Aged,4200
1375,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,ef1a9f52bda102f523635aa37e49e67b,2011-10-27,3,"Akasaka, Roppongi, Azabu",12c035951aa39f2e5377f3af2fbbd1f5,Food,Food,50,4500,2250,Tokyo,Middle-Aged,6750
1376,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,2e99b8b613533916fff312d89717fbc9,2011-10-31,6,"Ikebukuro, Kagurazaka, Akabane",0671aa40c451aee6b300fba50c20888c,Food,Food,54,3480,1600,Tokyo,Middle-Aged,9600
1377,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,d687dc3a58b043bc1e71bf771dea1610,2011-10-31,8,Yokohama,d6ffcfb6feea8531aecdfb7121545092,Food,Food,50,4600,2300,Kanagawa,Middle-Aged,18400
1378,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,1f0fb17dd9294991eba7b3fc5bb8cc5c,2011-11-08,3,"Shinjuku, Takadanobaba, Nakano, Kichijoji",a1614222490d2c2d527aa44fdf7338ed,Delivery service,Delivery service,53,3180,1490,Tokyo,Middle-Aged,4470
1379,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,eadbd19c9165fc1c52a60b355ca014b9,2011-11-08,2,"Ikebukuro, Kagurazaka, Akabane",02d7be96852d8024c496a84320890e15,Food,Food,60,4980,1990,Tokyo,Middle-Aged,3980
1380,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,61a2f659c6d077c5156e4a5199d5c4cb,2011-11-08,3,"Ikebukuro, Kagurazaka, Akabane",02d7be96852d8024c496a84320890e15,Food,Food,60,4980,1990,Tokyo,Middle-Aged,5970
1381,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,5ca2333eca5d916d25d7e7c67628154e,2011-11-21,1,"Ikebukuro, Kagurazaka, Akabane",dce5527b5da0fca4ad4dd795db03268a,Delivery service,Delivery service,73,2980,790,Tokyo,Middle-Aged,790
1382,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,1a3ec3629b2b595b6f5a96b81f1a6fcf,2011-11-23,1,"Shibuya, Aoyama, Jiyugaoka",0abf0219696839ebebd857c931db1528,Food,Food,59,2400,980,Tokyo,Middle-Aged,980
1383,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,336fcb57149b870edee467cd5d9d82f2,2011-12-24,2,"Ginza, Shinbashi, Tokyo, Ueno",ea723999d77d967a254ebcf46f5907b1,Food,Food,50,4000,1980,Tokyo,Middle-Aged,3960
1384,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,046ab7f18971f6418717b22e27df4da5,2011-12-24,2,"Ginza, Shinbashi, Tokyo, Ueno",ea723999d77d967a254ebcf46f5907b1,Food,Food,50,4000,1980,Tokyo,Middle-Aged,3960
1385,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,d235f5ad5b9d68c71e3bd5afb89e16a6,2011-12-26,10,"Shibuya, Aoyama, Jiyugaoka",270ad24c748e16f29751e5f0f9e2cd36,Food,Food,61,7770,3000,Tokyo,Middle-Aged,30000
1386,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,36b0dd5e291728a6d4ef49bbdeb1da95,2011-12-26,2,"Shibuya, Aoyama, Jiyugaoka",270ad24c748e16f29751e5f0f9e2cd36,Food,Food,61,7770,3000,Tokyo,Middle-Aged,6000
1387,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,ddc4946fe3dadf3662b3650a43c1ed0e,2012-01-18,2,"Shinjuku, Takadanobaba, Nakano, Kichijoji",35613448340cddb62240e5df2c352a42,Food,Food,60,4980,1990,Tokyo,Middle-Aged,3980
1388,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,074dd16b0af282a3cb062c49ddd0ea52,2012-01-21,4,"Ginza, Shinbashi, Tokyo, Ueno",a0c4ca008d9ace0025e683934b3b57a4,Food,Food,65,5450,1900,Tokyo,Middle-Aged,7600
1389,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,67bb3a2495a4213b5209e6193b80562a,2012-01-26,2,"Ginza, Shinbashi, Tokyo, Ueno",439dc89016233f512196157de31bf34d,Food,Food,51,4080,1980,Tokyo,Middle-Aged,3960
1390,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,e517baedd80a4f686ab0712784d38568,2012-01-31,1,"Kawasaki, Shonan, Hakone and, others",99307241673fa5f22e06f6336a650e28,Gift card,Gift card,50,1000,500,Tokyo,Middle-Aged,500
1391,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,76f48303b36eb5a7081fdfe685a15b31,2012-02-03,1,"Kawasaki, Shonan, Hakone and, others",5e58ccf27751ff05bcb0e48c6005a9c1,Other,Other coupon,50,5250,2625,Osaka,Middle-Aged,2625
1392,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,5172b40e1cca420e2e52700522c4df8d,2012-02-13,1,"Akasaka, Roppongi, Azabu",3647a6b68685c9415c66aa50173803bf,Hair salon,Hair salon,52,8440,3990,Tokyo,Middle-Aged,3990
1393,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,9440a3f3aca634e9b9d78ef1408d2db5,2012-02-24,3,"Shibuya, Aoyama, Jiyugaoka",a01c27bbb398b44373cfb01ce2c3fb96,Food,Food,51,7200,3480,Tokyo,Middle-Aged,10440
1394,e322bd0668bafc7a2f5ee07b0e511f7d,2011-06-21,f,50,,24dd0ecf0b54407031e7bb0e44433ced,2012-02-26,3,"Ginza, Shinbashi, Tokyo, Ueno",ac7d3590351f68ca2ee465285a9b2b93,Food,Food,52,2700,1280,Tokyo,Middle-Aged,3840
